make,year,category,odometer,city,state,price,link
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"579,438",Cincinnati,OH,"82,950",https://www.soarr.com/for-sale/trucks/specs/16199760/2018-Freightliner-CASCADIA-EVOLUTION
Peterbilt 579 ,2017,Sleeper Truck,"624,536",Cincinnati,OH,"69,950",https://www.soarr.com/for-sale/trucks/specs/16196211/2017-Peterbilt-579
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"613,090",Cincinnati,OH,"72,950",https://www.soarr.com/for-sale/trucks/specs/16198572/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"563,193",Cincinnati,OH,"72,950",https://www.soarr.com/for-sale/trucks/specs/16195874/2017-Freightliner-CASCADIA-EVOLUTION
Kenworth T680 ,2017,Sleeper Truck,"621,109",Cincinnati,OH,"69,950",https://www.soarr.com/for-sale/trucks/specs/16196389/2017-Kenworth-T680
International Prostar ,2016,Sleeper Truck,"592,846",Cincinnati,OH,"54,950",https://www.soarr.com/for-sale/trucks/specs/16200297/2016-International-Prostar
Freightliner CASCADIA ,2016,Sleeper Truck,"563,629",Cincinnati,OH,"59,950",https://www.soarr.com/for-sale/trucks/specs/16199050/2016-Freightliner-CASCADIA
International Prostar ,2016,Day Cab,"503,424",Cincinnati,OH,"44,950",https://www.soarr.com/for-sale/trucks/specs/16200722/2016-International-Prostar
Volvo VNL300 ,2015,Day Cab,"379,363",Cincinnati,OH,"52,950",https://www.soarr.com/for-sale/trucks/specs/16199838/2015-Volvo-VNL300
Volvo VNM64T-200 ,2015,Day Cab,"472,804",Cincinnati,OH,"47,950",https://www.soarr.com/for-sale/trucks/specs/16200731/2015-Volvo-VNM64T-200
International 4300 ,2015,Box Van,"209,000",Cincinnati,OH,"32,950",https://www.soarr.com/for-sale/trucks/specs/16195718/2015-International-4300
Freightliner CASCADIA ,2015,Sleeper Truck,"605,932",Cincinnati,OH,"64,950",https://www.soarr.com/for-sale/trucks/specs/16195691/2015-Freightliner-CASCADIA
International Prostar ,2015,Day Cab,"330,329",Cincinnati,OH,"54,950",https://www.soarr.com/for-sale/trucks/specs/16197183/2015-International-Prostar
Volvo VNL760 ,2020,Sleeper Truck,"590,000",Jacksonville,FL,"99,950",https://www.soarr.com/for-sale/trucks/specs/16198701/2020-Volvo-VNL760
Volvo VNL760 ,2020,Sleeper Truck,"564,000",Jacksonville,FL,"99,950",https://www.soarr.com/for-sale/trucks/specs/16198702/2020-Volvo-VNL760
Kenworth T680 ,2019,Sleeper Truck,"475,921",Jacksonville,FL,"89,950",https://www.soarr.com/for-sale/trucks/specs/16183065/2019-Kenworth-T680
Freightliner CASCADIA EVOLUTION ,2019,Sleeper Truck,"626,237",Jacksonville,FL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16196397/2019-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADEVO1 ,2019,Sleeper Truck,"643,000",Jacksonville,FL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16197631/2019-Freightliner-CASCADEVO1
Volvo VNL630 ,2018,Sleeper Truck,"426,602",Jacksonville,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16200759/2018-Volvo-VNL630
Kenworth T680 ,2018,Sleeper Truck,"441,194",Jacksonville,FL,"89,950",https://www.soarr.com/for-sale/trucks/specs/16197113/2018-Kenworth-T680
Freightliner CASCADIA ,2018,Sleeper Truck,"586,711",Jacksonville,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16201360/2018-Freightliner-CASCADIA
Mack CXU613 ,2018,Sleeper Truck,"400,304",Jacksonville,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16196393/2018-Mack-CXU613
Freightliner CASCADEVO1 ,2018,Sleeper Truck,"588,283",Jacksonville,FL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16196398/2018-Freightliner-CASCADEVO1
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"589,877",Jacksonville,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16199764/2018-Freightliner-CASCADIA-EVOLUTION
Mack CXU613 ,2018,Sleeper Truck,"490,042",Jacksonville,FL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16199061/2018-Mack-CXU613
Freightliner CASCADIA ,2018,Sleeper Truck,"525,807",Jacksonville,FL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16199097/2018-Freightliner-CASCADIA
Kenworth T680 ,2018,Sleeper Truck,"499,358",Jacksonville,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16197104/2018-Kenworth-T680
Mack CXU613 ,2018,Sleeper Truck,"517,946",Jacksonville,FL,"74,950",https://www.soarr.com/for-sale/trucks/specs/16199728/2018-Mack-CXU613
Volvo VNL780 ,2018,Sleeper Truck,"592,075",Jacksonville,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16201157/2018-Volvo-VNL780
Freightliner CASCADEVO1 ,2018,Sleeper Truck,"591,256",Jacksonville,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16195436/2018-Freightliner-CASCADEVO1
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"544,576",Jacksonville,FL,"89,950",https://www.soarr.com/for-sale/trucks/specs/16199748/2018-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA ,2017,Sleeper Truck,"665,000",Jacksonville,FL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16198683/2017-Freightliner-CASCADIA
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"544,589",Jacksonville,FL,"73,950",https://www.soarr.com/for-sale/trucks/specs/16195947/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"585,732",Jacksonville,FL,"74,950",https://www.soarr.com/for-sale/trucks/specs/16200777/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"595,658",Jacksonville,FL,"74,950",https://www.soarr.com/for-sale/trucks/specs/16197117/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"688,330",Jacksonville,FL,"64,950",https://www.soarr.com/for-sale/trucks/specs/16200793/2017-Freightliner-CASCADIA-EVOLUTION
Kenworth T680 ,2016,Sleeper Truck,"530,607",Jacksonville,FL,"74,950",https://www.soarr.com/for-sale/trucks/specs/16195333/2016-Kenworth-T680
Kenworth T680 ,2019,Day Cab,"562,535",Crawfordsville,IN,"75,900",https://www.soarr.com/for-sale/trucks/specs/16197846/2019-Kenworth-T680
Kenworth T680 ,2019,Day Cab,"489,027",Crawfordsville,IN,0,https://www.soarr.com/for-sale/trucks/specs/16197849/2019-Kenworth-T680
Ottawa T2 ,2019,Yard Spotter,"53,318",Indianapolis,IN,"134,500",https://www.soarr.com/for-sale/trucks/specs/16197985/2019-Ottawa-T2
Ford E450 ,2019,Cube Van,"51,726",Indianapolis,IN,"49,500",https://www.soarr.com/for-sale/trucks/specs/16177943/2019-Ford-E450
Freightliner Cascadia ,2018,Sleeper Truck,"695,937",Indianapolis,IN,"65,500",https://www.soarr.com/for-sale/trucks/specs/16201037/2018-Freightliner-Cascadia
International LT ,2018,Sleeper Truck,"478,380",Indianapolis,IN,"69,500",https://www.soarr.com/for-sale/trucks/specs/16198843/2018-International-LT
Freightliner M2 Crew Cab ,2018,Flatbed,"37,926",Indianapolis,IN,"112,500",https://www.soarr.com/for-sale/trucks/specs/16178118/2018-Freightliner-M2-Crew-Cab
Ford F59 ,2018,Step Van,"87,025",Indianapolis,IN,"52,500",https://www.soarr.com/for-sale/trucks/specs/16177945/2018-Ford-F59
Freightliner 114SD ,2017,Cab & Chassis,"238,502",Indianapolis,IN,"112,500",https://www.soarr.com/for-sale/trucks/specs/16178221/2017-Freightliner-114SD
Freightliner Cascadia ,2017,Sleeper Truck,"709,602",Indianapolis,IN,"53,500",https://www.soarr.com/for-sale/trucks/specs/16198844/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"815,726",Indianapolis,IN,"40,500",https://www.soarr.com/for-sale/trucks/specs/16198813/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"713,308",Indianapolis,IN,"53,500",https://www.soarr.com/for-sale/trucks/specs/16199703/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"701,560",Indianapolis,IN,"53,500",https://www.soarr.com/for-sale/trucks/specs/16198812/2017-Freightliner-Cascadia
Freightliner M2 112 ,2017,Day Cab,"73,651",Indianapolis,IN,0,https://www.soarr.com/for-sale/trucks/specs/16200210/2017-Freightliner-M2-112
Freightliner Cascadia ,2017,Sleeper Truck,"688,331",Indianapolis,IN,"55,500",https://www.soarr.com/for-sale/trucks/specs/16201557/2017-Freightliner-Cascadia
International Prostar ,2017,Day Cab,"198,471",Indianapolis,IN,"76,500",https://www.soarr.com/for-sale/trucks/specs/16159028/2017-International-Prostar
Freightliner Cascadia ,2017,Day Cab,"491,439",Crawfordsville,IN,0,https://www.soarr.com/for-sale/trucks/specs/16197663/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"388,044",Indianapolis,IN,"74,500",https://www.soarr.com/for-sale/trucks/specs/16201556/2017-Freightliner-Cascadia
Freightliner Cascadia ,2017,Sleeper Truck,"732,003",Indianapolis,IN,"54,000",https://www.soarr.com/for-sale/trucks/specs/16198831/2017-Freightliner-Cascadia
International Prostar ,2017,Day Cab,"314,077",Indianapolis,IN,"64,500",https://www.soarr.com/for-sale/trucks/specs/16166297/2017-International-Prostar
Freightliner Cascadia ,2017,Sleeper Truck,"712,996",Indianapolis,IN,"53,500",https://www.soarr.com/for-sale/trucks/specs/16199702/2017-Freightliner-Cascadia
Freightliner Cascadia ,2016,Day Cab,"431,732",Crawfordsville,IN,"58,900",https://www.soarr.com/for-sale/trucks/specs/16180981/2016-Freightliner-Cascadia
Freightliner Cascadia ,2016,Day Cab,"591,224",Indianapolis,IN,"59,500",https://www.soarr.com/for-sale/trucks/specs/16156233/2016-Freightliner-Cascadia
Freightliner Cascadia ,2016,Day Cab,"345,993",Indianapolis,IN,"85,500",https://www.soarr.com/for-sale/trucks/specs/16182645/2016-Freightliner-Cascadia
Freightliner M2 112 ,2016,Day Cab,"262,511",Indianapolis,IN,"59,500",https://www.soarr.com/for-sale/trucks/specs/16155809/2016-Freightliner-M2-112
Freightliner Coronado ,2016,Day Cab,"558,861",Indianapolis,IN,"72,500",https://www.soarr.com/for-sale/trucks/specs/16199191/2016-Freightliner-Coronado
Freightliner M2 112 ,2016,Day Cab,"66,419",Indianapolis,IN,"92,500",https://www.soarr.com/for-sale/trucks/specs/16200211/2016-Freightliner-M2-112
Kenworth T680 ,2016,Day Cab,"368,807",Indianapolis,IN,"64,500",https://www.soarr.com/for-sale/trucks/specs/16199665/2016-Kenworth-T680
International Prostar ,2015,Day Cab,"286,280",Indianapolis,IN,"63,500",https://www.soarr.com/for-sale/trucks/specs/16156578/2015-International-Prostar
International Prostar ,2015,Day Cab,"429,385",Indianapolis,IN,"56,500",https://www.soarr.com/for-sale/trucks/specs/16156579/2015-International-Prostar
Kenworth T370 ,2015,Curtainside,"281,014",Indianapolis,IN,"85,500",https://www.soarr.com/for-sale/trucks/specs/16191081/2015-Kenworth-T370
Freightliner Cascadia ,2015,Day Cab,"123,384",Indianapolis,IN,"91,500",https://www.soarr.com/for-sale/trucks/specs/16188886/2015-Freightliner-Cascadia
International Prostar ,2015,Day Cab,"439,736",Crawfordsville,IN,"53,900",https://www.soarr.com/for-sale/trucks/specs/16193463/2015-International-Prostar
Ford F250 CREW CAB ,2015,Pickup,"141,233",Indianapolis,IN,"34,500",https://www.soarr.com/for-sale/trucks/specs/16195471/2015-Ford-F250-CREW-CAB
Freightliner Cascadia ,2015,Day Cab,"266,022",Indianapolis,IN,"68,500",https://www.soarr.com/for-sale/trucks/specs/16159033/2015-Freightliner-Cascadia
International Prostar ,2015,Day Cab,"408,800",Indianapolis,IN,"56,500",https://www.soarr.com/for-sale/trucks/specs/16155808/2015-International-Prostar
Freightliner Cascadia ,2015,Day Cab,"307,190",Indianapolis,IN,"67,500",https://www.soarr.com/for-sale/trucks/specs/16156580/2015-Freightliner-Cascadia
Freightliner 114SD ,2015,Cab & Chassis,"432,951",Indianapolis,IN,"79,500",https://www.soarr.com/for-sale/trucks/specs/16193624/2015-Freightliner-114SD
Freightliner Cascadia ,2015,Day Cab,"160,288",Indianapolis,IN,"85,500",https://www.soarr.com/for-sale/trucks/specs/16188887/2015-Freightliner-Cascadia
Freightliner M2 112 ,2015,Day Cab,"134,180",Indianapolis,IN,"67,500",https://www.soarr.com/for-sale/trucks/specs/16199192/2015-Freightliner-M2-112
Freightliner Cascadia ,2015,Day Cab,"281,042",Crawfordsville,IN,0,https://www.soarr.com/for-sale/trucks/specs/16194455/2015-Freightliner-Cascadia
Freightliner M2 ,2014,Day Cab,"141,988",Indianapolis,IN,"61,500",https://www.soarr.com/for-sale/trucks/specs/16182639/2014-Freightliner-M2
Freightliner Cascadia ,2014,Cab & Chassis,"455,081",Crawfordsville,IN,"58,900",https://www.soarr.com/for-sale/trucks/specs/16194923/2014-Freightliner-Cascadia
International 4300 ,2014,Box Van,"252,815",Indianapolis,IN,"49,500",https://www.soarr.com/for-sale/trucks/specs/16177946/2014-International-4300
Peterbilt 337 ,2014,Flatbed Dump,"251,557",Indianapolis,IN,"69,500",https://www.soarr.com/for-sale/trucks/specs/16177052/2014-Peterbilt-337
Freightliner M2 112 ,2014,Flatbed,"164,333",Indianapolis,IN,0,https://www.soarr.com/for-sale/trucks/specs/16193627/2014-Freightliner-M2-112
Freightliner Cascadia ,2013,Sleeper Truck,"495,775",Indianapolis,IN,"59,500",https://www.soarr.com/for-sale/trucks/specs/16168279/2013-Freightliner-Cascadia
International 4400 ,2013,Flatbed Dump,"202,812",Indianapolis,IN,"46,500",https://www.soarr.com/for-sale/trucks/specs/16086593/2013-International-4400
Freightliner MT55 ,2012,Step Van,"217,962",Indianapolis,IN,"35,500",https://www.soarr.com/for-sale/trucks/specs/16178228/2012-Freightliner-MT55
International Prostar ,2011,Sleeper Truck,"828,945",Crawfordsville,IN,"46,900",https://www.soarr.com/for-sale/trucks/specs/16193213/2011-International-Prostar
Kenworth T800 ,2009,Refrigerated Van,"478,298",Indianapolis,IN,"55,500",https://www.soarr.com/for-sale/trucks/specs/16166199/2009-Kenworth-T800
International 4400 ,2009,Refrigerated Van,"230,070",Indianapolis,IN,"29,500",https://www.soarr.com/for-sale/trucks/specs/15093163/2009-International-4400
Freightliner Sprinter ,2008,Refrigerated Van,Condition:,Indianapolis,IN,"19,500",https://www.soarr.com/for-sale/trucks/specs/16193938/2008-Freightliner-Sprinter
International 4300 ,2007,Refrigerated Van,"224,506",Indianapolis,IN,"25,500",https://www.soarr.com/for-sale/trucks/specs/12497371/2007-International-4300
International 4300 ,2005,Box Van,"224,851",Indianapolis,IN,"29,500",https://www.soarr.com/for-sale/trucks/specs/16177980/2005-International-4300
Ford ,1999,Day Cab,"411,601",Indianapolis,IN,0,https://www.soarr.com/for-sale/trucks/specs/16193580/1999-Ford
Volvo VNL760 ,2020,Sleeper Truck,"572,840",Tampa,FL,"99,950",https://www.soarr.com/for-sale/trucks/specs/16198703/2020-Volvo-VNL760
Freightliner CASCADIA EVOLUTION ,2019,Sleeper Truck,"633,144",Tampa,FL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16197072/2019-Freightliner-CASCADIA-EVOLUTION
Volvo VNL860 ,2019,Sleeper Truck,"412,232",Tampa,FL,"105,950",https://www.soarr.com/for-sale/trucks/specs/16199790/2019-Volvo-VNL860
Freightliner CASCADIA EVOLUTION ,2018,Sleeper Truck,"503,403",Tampa,FL,"79,950",https://www.soarr.com/for-sale/trucks/specs/16199075/2018-Freightliner-CASCADIA-EVOLUTION
Peterbilt 579 ,2018,Sleeper Truck,"548,763",Tampa,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16199832/2018-Peterbilt-579
Mack CXU613 ,2018,Sleeper Truck,"517,004",Tampa,FL,"74,950",https://www.soarr.com/for-sale/trucks/specs/16199077/2018-Mack-CXU613
International LT ,2018,Sleeper Truck,"494,933",Tampa,FL,"73,950",https://www.soarr.com/for-sale/trucks/specs/16201353/2018-International-LT
Volvo VNL780 ,2018,Sleeper Truck,"597,006",Tampa,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16194584/2018-Volvo-VNL780
Kenworth T680 ,2018,Sleeper Truck,"414,843",Tampa,FL,"87,950",https://www.soarr.com/for-sale/trucks/specs/16197079/2018-Kenworth-T680
Kenworth T680 ,2018,Sleeper Truck,"542,878",Tampa,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16180370/2018-Kenworth-T680
Mack CXU613 ,2018,Sleeper Truck,"544,876",Tampa,FL,"73,950",https://www.soarr.com/for-sale/trucks/specs/16199076/2018-Mack-CXU613
Kenworth T680 ,2018,Sleeper Truck,"409,857",Tampa,FL,"87,950",https://www.soarr.com/for-sale/trucks/specs/16197080/2018-Kenworth-T680
Volvo VNL670 ,2018,Sleeper Truck,"418,829",Tampa,FL,"84,940",https://www.soarr.com/for-sale/trucks/specs/16191019/2018-Volvo-VNL670
Volvo VNL780 ,2018,Sleeper Truck,"561,713",Tampa,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16201154/2018-Volvo-VNL780
Kenworth T680 ,2018,Sleeper Truck,"495,031",Tampa,FL,"89,950",https://www.soarr.com/for-sale/trucks/specs/16199090/2018-Kenworth-T680
Freightliner CASCADEVO1 ,2018,Day Cab,"559,558",Tampa,FL,"65,950",https://www.soarr.com/for-sale/trucks/specs/16196553/2018-Freightliner-CASCADEVO1
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"561,477",Tampa,FL,"72,950",https://www.soarr.com/for-sale/trucks/specs/16195936/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"592,627",Tampa,FL,"69,950",https://www.soarr.com/for-sale/trucks/specs/16198624/2017-Freightliner-CASCADIA-EVOLUTION
Freightliner CASCADIA EVOLUTION ,2017,Sleeper Truck,"626,942",Tampa,FL,"64,950",https://www.soarr.com/for-sale/trucks/specs/16198626/2017-Freightliner-CASCADIA-EVOLUTION
Volvo VNL670 ,2017,Sleeper Truck,"607,111",Tampa,FL,"64,950",https://www.soarr.com/for-sale/trucks/specs/16177209/2017-Volvo-VNL670
Peterbilt 579 ,2017,Sleeper Truck,"568,771",Tampa,FL,"84,950",https://www.soarr.com/for-sale/trucks/specs/16177130/2017-Peterbilt-579
Mack CHU613 ,2016,Sleeper Truck,"342,001",Tampa,FL,"68,950",https://www.soarr.com/for-sale/trucks/specs/16179390/2016-Mack-CHU613
Mack CXU613 ,2016,Sleeper Truck,"500,339",Tampa,FL,"59,950",https://www.soarr.com/for-sale/trucks/specs/16195902/2016-Mack-CXU613
Isuzu NPR ,2016,Box Van,"100,852",Tampa,FL,"54,950",https://www.soarr.com/for-sale/trucks/specs/16194587/2016-Isuzu-NPR
International 4300 ,2015,Box Van,"166,344",Tampa,FL,"39,950",https://www.soarr.com/for-sale/trucks/specs/16195701/2015-International-4300
Ford E350 ,2019,Box Van,"100,040",St. Marys,OH,"35,900",https://www.soarr.com/for-sale/trucks/specs/16201700/2019-Ford-E350
International Prostar ,2016,Day Cab,"262,376",St. Marys,OH,"69,900",https://www.soarr.com/for-sale/trucks/specs/16196302/2016-International-Prostar
Volvo VNL300 ,2015,Day Cab,"483,259",St. Marys,OH,"69,900",https://www.soarr.com/for-sale/trucks/specs/16176480/2015-Volvo-VNL300
Freightliner Cascadia ,2015,Day Cab,"303,888",St. Marys,OH,"69,900",https://www.soarr.com/for-sale/trucks/specs/16197783/2015-Freightliner-Cascadia
Sterling Acterra ,2007,Cab & Chassis,"357,986",St. Marys,OH,"22,900",https://www.soarr.com/for-sale/trucks/specs/16170173/2007-Sterling-Acterra
Kenworth T880 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194302/2023-Kenworth-T880
Peterbilt 567 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194364/2023-Peterbilt-567
Mack MD642 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194615/2023-Mack-MD642
Kenworth T880 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16202528/2023-Kenworth-T880
Mack Pinnacle 64R ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16155993/2023-Mack-Pinnacle-64R
Freightliner 122 SD ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194377/2023-Freightliner-122-SD
International MV607 Ext ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16158742/2023-International-MV607-Ext
Peterbilt 567 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16188506/2023-Peterbilt-567
International HX520 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194311/2023-International-HX520
Freightliner 122 SD ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194379/2023-Freightliner-122-SD
Peterbilt 567 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194363/2023-Peterbilt-567
Freightliner 122 SD ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194378/2023-Freightliner-122-SD
Kenworth T880 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16184018/2023-Kenworth-T880
Ford F650 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16188972/2023-Ford-F650
Ford F650 ,2023,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16188971/2023-Ford-F650
Mack MD642 ,2023,Rollback,521,Mt. Vernon,OH,"148,500",https://www.soarr.com/for-sale/trucks/specs/16168530/2023-Mack-MD642
Kenworth T880 ,2022,Rollback,Condition:,London,OH,0,https://www.soarr.com/for-sale/trucks/specs/16194303/2022-Kenworth-T880
